close,閉じる
"Are you sure you want to delete all items from shopping cart?",ショッピングカートからすべての商品を削除してもいいですか？
"Products in Comparison List",比較リストの商品
"Last Ordered Items",最終注文商品
"Please select a store",ストアを選択してください
"Order Totals",注文合計
"New Credit Memo for Invoice #%1","インボイスのための新しいクレジットメモ #%1"
"New Credit Memo for Order #%1","注文のための新しいクレジットメモ #%1"
"Refund Shipping (Incl. Tax)","返金配送料 (税込)"
"Refund Shipping (Excl. Tax)","返金配送料 (税抜)"
"Refund Shipping",払戻配送
"Update Qty's",個数の更新
Refund,払戻
"Refund Offline",オフラインで返金
"Paid Amount",支払額
"Refund Amount",払戻量
"Shipping Amount",配送料金
"Shipping Refund",配送払戻
"Order Grand Total",注文合計
"Adjustment Refund",払戻調整
"Adjustment Fee",調整料
"Are you sure you want to send a Credit memo email to customer?",本当に顧客にクレジットメモEメールを送りますか?
Void,無効
Print,印刷
"The credit memo email was sent",クレジットメモメールは送信されました
"the credit memo email is not sent",クレジットメモメールは未送信です。
"Credit Memo #%1 | %3 | %2 (%4)","クレジットメモ #%1 | %3 | %2 (%4)"
"Total Refund",返金額合計
"New Invoice and Shipment for Order #%1","注文のための新しい請求書と送料 #%1"
"New Invoice for Order #%1","注文 #%1　のための新しい請求書"
"Submit Invoice and Shipment",請求書と配送伝票を作成
"Submit Invoice",請求書作成
"Are you sure you want to send an Invoice email to customer?",ホントに請求書メールを顧客に送付しますか？
"Credit Memo",クレジットメモ
Capture,計上
"the invoice email was sent",請求書メールは送信済です
"the invoice email is not sent",請求書メールは未送信です
"Invoice #%1 | %2 | %4 (%3)","請求書 #%1 | %2 | %4 (%3)"
"Invalid parent block for this block",不正な親ブロックです。
"Order Statuses",注文ステータス
"Create New Status",新しいステータスを作成
"Assign Status to State",ステータスをステートに割り当てる
"Save Status Assignment",ステータス割当を保存
"Assign Order Status to State",注文ステータスをステートに割り当てる
"Assignment Information",割当情報
"Order Status",注文ステータス
"Order State",注文ステート
"Use Order Status As Default",注文ステータスを標準とする
"Visible On Frontend",フロントエンドで可視
"Edit Order Status",注文ステータスの編集
"Save Status",ステータスを保存
"Order Status Information",注文処理状況
"Status Code",ステータスコード
